Date,Open,High,Low,Close,Adj Close
"Nov 6, 2024",0.333926,0.365032,0.333921,0.363323,0.363323
"Nov 5, 2024",0.326027,0.337894,0.326013,0.333924,0.333924
"Nov 4, 2024",0.334285,0.336085,0.321399,0.326019,0.326019
"Nov 3, 2024",0.347764,0.347911,0.329236,0.334285,0.334285
"Nov 2, 2024",0.357093,0.362871,0.346304,0.347771,0.347771
"Nov 1, 2024",0.341846,0.361007,0.335418,0.35709,0.35709
"Oct 31, 2024",0.355265,0.360552,0.341094,0.341845,0.341845
"Oct 30, 2024",0.355655,0.363026,0.351304,0.355264,0.355264
"Oct 29, 2024",0.343794,0.356191,0.343246,0.355651,0.355651
"Oct 28, 2024",0.339872,0.346958,0.33123,0.343796,0.343796
"Oct 27, 2024",0.333351,0.34138,0.331356,0.339872,0.339872
"Oct 26, 2024",0.324414,0.333894,0.321568,0.33335,0.33335
"Oct 25, 2024",0.346322,0.346492,0.320475,0.324412,0.324412
"Oct 24, 2024",0.349905,0.354364,0.340196,0.34631,0.34631
"Oct 23, 2024",0.36382,0.368221,0.343327,0.348614,0.348614
"Oct 22, 2024",0.360958,0.367268,0.355866,0.36382,0.36382
"Oct 21, 2024",0.364842,0.371905,0.353499,0.360956,0.360956
"Oct 20, 2024",0.35166,0.365148,0.348623,0.364841,0.364841
"Oct 19, 2024",0.350709,0.356633,0.349649,0.351661,0.351661
"Oct 18, 2024",0.343027,0.352515,0.34291,0.35071,0.35071
"Oct 17, 2024",0.352527,0.354558,0.340342,0.343032,0.343032
"Oct 16, 2024",0.358527,0.360392,0.351416,0.352525,0.352525
"Oct 15, 2024",0.36389,0.369449,0.349057,0.358527,0.358527
"Oct 14, 2024",0.348035,0.364846,0.342888,0.363889,0.363889
"Oct 13, 2024",0.353215,0.358854,0.344653,0.348034,0.348034
"Oct 12, 2024",0.351184,0.356131,0.351184,0.353215,0.353215
"Oct 11, 2024",0.338894,0.354589,0.338572,0.351185,0.351185
"Oct 10, 2024",0.339694,0.341166,0.332074,0.33889,0.33889
"Oct 9, 2024",0.344517,0.347523,0.334501,0.339702,0.339702
"Oct 8, 2024",0.351467,0.356542,0.341621,0.344517,0.344517
"Oct 7, 2024",0.35723,0.367677,0.351054,0.351467,0.351467
"Oct 6, 2024",0.35072,0.358203,0.348353,0.35723,0.35723
"Oct 5, 2024",0.351398,0.355478,0.345982,0.35072,0.35072
"Oct 4, 2024",0.345237,0.355605,0.343381,0.351398,0.351398
"Oct 3, 2024",0.343988,0.349249,0.333255,0.345237,0.345237
"Oct 2, 2024",0.352442,0.362121,0.336627,0.344005,0.344005
"Oct 1, 2024",0.373214,0.385675,0.347331,0.352441,0.352441
"Sep 30, 2024",0.3976,0.397621,0.371829,0.373214,0.373214
"Sep 29, 2024",0.401051,0.40395,0.393626,0.397597,0.397597
"Sep 28, 2024",0.402324,0.405639,0.39358,0.401052,0.401052
"Sep 27, 2024",0.401881,0.414669,0.400441,0.402328,0.402328
"Sep 26, 2024",0.381083,0.403323,0.378772,0.401882,0.401882
"Sep 25, 2024",0.387732,0.392982,0.379394,0.381083,0.381083
"Sep 24, 2024",0.363735,0.391218,0.358972,0.387733,0.387733
"Sep 23, 2024",0.351772,0.36522,0.347138,0.363731,0.363731
"Sep 22, 2024",0.358594,0.359063,0.343733,0.351772,0.351772
"Sep 21, 2024",0.352113,0.359556,0.351078,0.358576,0.358576
"Sep 20, 2024",0.350946,0.360931,0.34952,0.352114,0.352114
"Sep 19, 2024",0.342939,0.356167,0.342939,0.350945,0.350945
"Sep 18, 2024",0.333913,0.342936,0.328085,0.342936,0.342936
"Sep 17, 2024",0.330305,0.342838,0.328897,0.333913,0.333913
"Sep 16, 2024",0.338524,0.338546,0.326967,0.330306,0.330306
"Sep 15, 2024",0.35448,0.355997,0.335722,0.338523,0.338523
"Sep 14, 2024",0.3609,0.361754,0.352568,0.35448,0.35448
"Sep 13, 2024",0.356293,0.364548,0.350782,0.3609,0.3609
"Sep 12, 2024",0.353054,0.360463,0.35278,0.356293,0.356293
"Sep 11, 2024",0.343477,0.356425,0.330506,0.353054,0.353054
"Sep 10, 2024",0.343406,0.345437,0.337873,0.343477,0.343477
"Sep 9, 2024",0.338654,0.348382,0.338514,0.343406,0.343406
"Sep 8, 2024",0.325071,0.340581,0.324164,0.338659,0.338659
"Sep 7, 2024",0.314719,0.32762,0.314713,0.325073,0.325073
"Sep 6, 2024",0.325062,0.331321,0.305104,0.314718,0.314718
"Sep 5, 2024",0.323524,0.339151,0.320173,0.325062,0.325062
"Sep 4, 2024",0.318544,0.329102,0.308293,0.323524,0.323524
"Sep 3, 2024",0.335966,0.339409,0.318551,0.318551,0.318551
"Sep 2, 2024",0.33174,0.336962,0.325705,0.335968,0.335968
"Sep 1, 2024",0.345351,0.345634,0.328862,0.33174,0.33174
"Aug 31, 2024",0.347154,0.350115,0.345037,0.345352,0.345352
"Aug 30, 2024",0.357049,0.36158,0.338823,0.347154,0.347154
"Aug 29, 2024",0.350191,0.367355,0.349872,0.357041,0.357041
"Aug 28, 2024",0.350511,0.360189,0.34203,0.350192,0.350192
"Aug 27, 2024",0.366952,0.372491,0.346269,0.350511,0.350511
"Aug 26, 2024",0.384976,0.387676,0.366955,0.366957,0.366957
"Aug 25, 2024",0.39401,0.394026,0.378712,0.384979,0.384979
"Aug 24, 2024",0.391526,0.401177,0.388484,0.394007,0.394007
"Aug 23, 2024",0.376538,0.392283,0.374217,0.391536,0.391536
"Aug 22, 2024",0.36906,0.377194,0.364739,0.376536,0.376536
"Aug 21, 2024",0.343685,0.377266,0.343478,0.369059,0.369059
"Aug 20, 2024",0.336784,0.348154,0.336232,0.343685,0.343685
"Aug 19, 2024",0.334831,0.337545,0.328842,0.336753,0.336753
"Aug 18, 2024",0.336887,0.339598,0.333796,0.334831,0.334831
"Aug 17, 2024",0.330472,0.338604,0.328515,0.336886,0.336886
"Aug 16, 2024",0.325353,0.344953,0.321019,0.330472,0.330472
"Aug 15, 2024",0.335456,0.341368,0.321484,0.325353,0.325353
"Aug 14, 2024",0.340146,0.345194,0.332437,0.335455,0.335455
"Aug 13, 2024",0.338977,0.344656,0.33189,0.340154,0.340154
"Aug 12, 2024",0.328319,0.343978,0.328052,0.338977,0.338977
"Aug 11, 2024",0.346292,0.356275,0.328037,0.328322,0.328322
"Aug 10, 2024",0.348547,0.351765,0.345273,0.346289,0.346289
"Aug 9, 2024",0.351814,0.35387,0.337508,0.348547,0.348547
"Aug 8, 2024",0.323701,0.353063,0.320317,0.351814,0.351814
"Aug 7, 2024",0.330782,0.340582,0.317071,0.323698,0.323698
"Aug 6, 2024",0.313156,0.33614,0.312515,0.330782,0.330782
"Aug 5, 2024",0.343938,0.345469,0.279886,0.313155,0.313155
"Aug 4, 2024",0.364106,0.366993,0.335569,0.343938,0.343938
"Aug 3, 2024",0.363822,0.372484,0.35035,0.364095,0.364095
"Aug 2, 2024",0.392706,0.394263,0.360289,0.363822,0.363822
"Aug 1, 2024",0.388774,0.395075,0.369996,0.392706,0.392706
"Jul 31, 2024",0.401677,0.407401,0.38796,0.388773,0.388773
"Jul 30, 2024",0.404008,0.406977,0.396082,0.40168,0.40168
"Jul 29, 2024",0.407387,0.426437,0.403783,0.404014,0.404014
"Jul 28, 2024",0.418195,0.420287,0.4056,0.407387,0.407387
"Jul 27, 2024",0.417746,0.428685,0.414101,0.418198,0.418198
"Jul 26, 2024",0.394672,0.419572,0.394586,0.417747,0.417747
"Jul 25, 2024",0.406847,0.407874,0.382825,0.394671,0.394671
"Jul 24, 2024",0.410089,0.420873,0.404686,0.406847,0.406847
"Jul 23, 2024",0.426547,0.429299,0.404625,0.410097,0.410097
"Jul 22, 2024",0.446057,0.449401,0.425344,0.426547,0.426547
"Jul 21, 2024",0.437637,0.448473,0.418958,0.446077,0.446077
"Jul 20, 2024",0.439033,0.441672,0.428813,0.437637,0.437637
"Jul 19, 2024",0.423898,0.442765,0.415931,0.439034,0.439034
"Jul 18, 2024",0.43669,0.448664,0.420814,0.423906,0.423906
"Jul 17, 2024",0.438226,0.455223,0.436724,0.436748,0.436748
"Jul 16, 2024",0.445492,0.452194,0.427386,0.438189,0.438189
"Jul 15, 2024",0.432369,0.445582,0.432166,0.445582,0.445582
"Jul 14, 2024",0.441437,0.444495,0.426165,0.432348,0.432348
"Jul 13, 2024",0.416527,0.44518,0.412321,0.441415,0.441415
"Jul 12, 2024",0.395836,0.417659,0.394259,0.416524,0.416524
"Jul 11, 2024",0.388803,0.404131,0.385638,0.395817,0.395817
"Jul 10, 2024",0.375371,0.389623,0.372513,0.388835,0.388835
"Jul 9, 2024",0.368965,0.380543,0.363778,0.375328,0.375328
"Jul 8, 2024",0.346645,0.378875,0.333343,0.369007,0.369007
"Jul 7, 2024",0.371184,0.371184,0.345893,0.346618,0.346618
"Jul 6, 2024",0.349908,0.372936,0.348542,0.371221,0.371221
"Jul 5, 2024",0.362713,0.362713,0.320955,0.349885,0.349885
"Jul 4, 2024",0.406721,0.412632,0.362859,0.362859,0.362859
"Jul 3, 2024",0.417784,0.42191,0.401298,0.406738,0.406738
"Jul 2, 2024",0.402877,0.418783,0.40285,0.417775,0.417775
"Jul 1, 2024",0.392135,0.407562,0.391472,0.402907,0.402907
"Jun 30, 2024",0.383968,0.393233,0.379194,0.392192,0.392192
"Jun 29, 2024",0.385415,0.402024,0.383795,0.383965,0.383965
"Jun 28, 2024",0.390709,0.395171,0.385192,0.385426,0.385426
"Jun 27, 2024",0.384751,0.393204,0.378069,0.390701,0.390701
"Jun 26, 2024",0.391861,0.394534,0.383733,0.38475,0.38475
"Jun 25, 2024",0.377755,0.396734,0.377367,0.391859,0.391859
"Jun 24, 2024",0.380225,0.3809,0.366663,0.377765,0.377765
"Jun 23, 2024",0.384794,0.392295,0.380303,0.380303,0.380303
"Jun 22, 2024",0.376051,0.389592,0.371937,0.384812,0.384812
"Jun 21, 2024",0.384248,0.390342,0.374608,0.376052,0.376052
"Jun 20, 2024",0.383791,0.39679,0.379014,0.384244,0.384244
"Jun 19, 2024",0.383565,0.397249,0.380962,0.383791,0.383791
"Jun 18, 2024",0.401726,0.402216,0.366577,0.38358,0.38358
"Jun 17, 2024",0.416388,0.419987,0.393655,0.401758,0.401758
"Jun 16, 2024",0.413724,0.418128,0.410105,0.416379,0.416379
"Jun 15, 2024",0.411686,0.415051,0.408905,0.413695,0.413695
"Jun 14, 2024",0.421178,0.424121,0.40341,0.411683,0.411683
"Jun 13, 2024",0.437818,0.438643,0.419753,0.421185,0.421185
"Jun 12, 2024",0.421901,0.443805,0.415993,0.437796,0.437796
"Jun 11, 2024",0.440465,0.440938,0.414531,0.421891,0.421891
"Jun 10, 2024",0.444101,0.450088,0.436027,0.440461,0.440461
"Jun 9, 2024",0.436556,0.445719,0.433257,0.444106,0.444106
"Jun 8, 2024",0.449639,0.449639,0.433454,0.436571,0.436571
"Jun 7, 2024",0.4581,0.488436,0.434423,0.449643,0.449643
"Jun 6, 2024",0.461175,0.461865,0.452339,0.458102,0.458102
"Jun 5, 2024",0.461485,0.464712,0.457757,0.461175,0.461175
"Jun 4, 2024",0.457038,0.46518,0.453111,0.461485,0.461485
"Jun 3, 2024",0.446495,0.462357,0.444445,0.457036,0.457036
"Jun 2, 2024",0.449976,0.453255,0.442422,0.446494,0.446494
"Jun 1, 2024",0.447461,0.452584,0.445254,0.449975,0.449975
"May 31, 2024",0.446581,0.454957,0.444461,0.447461,0.447461
"May 30, 2024",0.450995,0.454546,0.443807,0.446581,0.446581
"May 29, 2024",0.45699,0.463107,0.450914,0.450995,0.450995
"May 28, 2024",0.467963,0.468437,0.453115,0.45699,0.45699
"May 27, 2024",0.458375,0.473999,0.457198,0.467963,0.467963
"May 26, 2024",0.462072,0.462364,0.45643,0.458375,0.458375
"May 25, 2024",0.459498,0.464271,0.458134,0.462072,0.462072
"May 24, 2024",0.46533,0.468916,0.455533,0.459494,0.459494
"May 23, 2024",0.48313,0.487635,0.448582,0.46533,0.46533
"May 22, 2024",0.494774,0.494924,0.476096,0.483127,0.483127
"May 21, 2024",0.501749,0.508968,0.491106,0.494774,0.494774
"May 20, 2024",0.467602,0.501758,0.462214,0.501758,0.501758
"May 19, 2024",0.482408,0.483018,0.4656,0.467602,0.467602
"May 18, 2024",0.482,0.485514,0.47655,0.482408,0.482408
"May 17, 2024",0.459696,0.489945,0.455974,0.482,0.482
"May 16, 2024",0.452996,0.461976,0.449552,0.459695,0.459695
"May 15, 2024",0.428069,0.454588,0.42675,0.452988,0.452988
"May 14, 2024",0.436544,0.437814,0.426998,0.428069,0.428069
"May 13, 2024",0.437653,0.452145,0.426159,0.43654,0.43654
"May 12, 2024",0.438876,0.442564,0.435251,0.437653,0.437653
"May 11, 2024",0.44825,0.450547,0.438543,0.438876,0.438876
"May 10, 2024",0.463503,0.467699,0.444465,0.44825,0.44825
"May 9, 2024",0.452553,0.464136,0.448433,0.463501,0.463501
"May 8, 2024",0.441873,0.467473,0.438005,0.452553,0.452553
"May 7, 2024",0.454289,0.455711,0.441812,0.441873,0.441873
"May 6, 2024",0.458334,0.474644,0.453099,0.454288,0.454288
"May 5, 2024",0.463577,0.465201,0.453556,0.458334,0.458334
"May 4, 2024",0.467544,0.474552,0.463367,0.463577,0.463577
"May 3, 2024",0.458284,0.472815,0.447367,0.467544,0.467544
"May 2, 2024",0.449866,0.461007,0.440861,0.458282,0.458282
"May 1, 2024",0.440815,0.456083,0.419504,0.449866,0.449866
"Apr 30, 2024",0.457363,0.462385,0.427744,0.440812,0.440812
"Apr 29, 2024",0.460482,0.463061,0.448116,0.457365,0.457365
"Apr 28, 2024",0.467032,0.477335,0.459919,0.460474,0.460474
"Apr 27, 2024",0.462729,0.468935,0.450886,0.467032,0.467032
"Apr 26, 2024",0.47102,0.47815,0.462235,0.462729,0.462729
"Apr 25, 2024",0.474901,0.479233,0.463569,0.47102,0.47102
"Apr 24, 2024",0.500196,0.50984,0.470685,0.47491,0.47491
"Apr 23, 2024",0.516885,0.520421,0.498599,0.500196,0.500196
"Apr 22, 2024",0.49929,0.521807,0.496845,0.516885,0.516885
"Apr 21, 2024",0.505908,0.512266,0.491571,0.499292,0.499292
"Apr 20, 2024",0.468784,0.507407,0.466775,0.505908,0.505908
"Apr 19, 2024",0.458143,0.475262,0.425702,0.468784,0.468784
"Apr 18, 2024",0.444299,0.459905,0.436422,0.458144,0.458144
"Apr 17, 2024",0.458607,0.464268,0.430911,0.444295,0.444295
"Apr 16, 2024",0.460793,0.476847,0.440479,0.458605,0.458605
"Apr 15, 2024",0.468911,0.494594,0.442137,0.460795,0.460795
"Apr 14, 2024",0.44791,0.477274,0.43827,0.468911,0.468911
"Apr 13, 2024",0.503579,0.5155,0.409073,0.447908,0.447908
"Apr 12, 2024",0.586191,0.591456,0.461193,0.503575,0.503575
"Apr 11, 2024",0.586254,0.593882,0.577351,0.586191,0.586191
"Apr 10, 2024",0.591894,0.593438,0.564811,0.586255,0.586255
"Apr 9, 2024",0.614159,0.623213,0.591362,0.591893,0.591893
"Apr 8, 2024",0.589472,0.615812,0.580352,0.614159,0.614159
"Apr 7, 2024",0.584379,0.595882,0.582689,0.589474,0.589474
"Apr 6, 2024",0.574841,0.588323,0.573283,0.584338,0.584338
"Apr 5, 2024",0.582955,0.5843,0.562024,0.574834,0.574834
"Apr 4, 2024",0.571277,0.596073,0.56202,0.582955,0.582955
"Apr 3, 2024",0.580988,0.594003,0.566755,0.571278,0.571278
"Apr 2, 2024",0.621685,0.621696,0.575678,0.580987,0.580987
"Apr 1, 2024",0.650427,0.650956,0.607714,0.621684,0.621684
"Mar 31, 2024",0.644364,0.653083,0.643244,0.650427,0.650427
"Mar 30, 2024",0.664424,0.668271,0.643069,0.644366,0.644366
"Mar 29, 2024",0.650796,0.666749,0.638028,0.664403,0.664403
"Mar 28, 2024",0.648438,0.657416,0.636376,0.650794,0.650794
"Mar 27, 2024",0.665024,0.670158,0.632704,0.648483,0.648483
"Mar 26, 2024",0.656949,0.682587,0.65408,0.665034,0.665034
"Mar 25, 2024",0.646152,0.667585,0.639901,0.656949,0.656949
"Mar 24, 2024",0.625859,0.647304,0.625546,0.646157,0.646157
"Mar 23, 2024",0.613304,0.63863,0.613016,0.625862,0.625862
"Mar 22, 2024",0.631873,0.641832,0.600912,0.613263,0.613263
"Mar 21, 2024",0.639486,0.646522,0.620028,0.631868,0.631868
"Mar 20, 2024",0.586914,0.643161,0.572496,0.639481,0.639481
"Mar 19, 2024",0.661258,0.664484,0.580711,0.586914,0.586914
"Mar 18, 2024",0.681099,0.69641,0.645319,0.661258,0.661258
"Mar 17, 2024",0.659535,0.686795,0.633787,0.681099,0.681099
"Mar 16, 2024",0.726447,0.733654,0.654741,0.659535,0.659535
"Mar 15, 2024",0.750474,0.761962,0.678853,0.726441,0.726441
"Mar 14, 2024",0.764562,0.806985,0.719326,0.750474,0.750474
"Mar 13, 2024",0.748055,0.772147,0.738719,0.76458,0.76458
"Mar 12, 2024",0.774189,0.775003,0.716698,0.748055,0.748055
"Mar 11, 2024",0.717152,0.786883,0.695982,0.77419,0.77419
"Mar 10, 2024",0.743714,0.744226,0.705301,0.717227,0.717227
"Mar 9, 2024",0.724855,0.746143,0.7234,0.743713,0.743713
"Mar 8, 2024",0.744739,0.75446,0.704171,0.724854,0.724854
"Mar 7, 2024",0.733846,0.75462,0.721365,0.744742,0.744742
"Mar 6, 2024",0.693489,0.754289,0.667933,0.733821,0.733821
"Mar 5, 2024",0.771298,0.780695,0.595808,0.69349,0.69349
"Mar 4, 2024",0.728179,0.796568,0.72592,0.771294,0.771294
"Mar 3, 2024",0.741072,0.741664,0.701956,0.728238,0.728238
"Mar 2, 2024",0.719034,0.761303,0.718878,0.740928,0.740928
"Mar 1, 2024",0.655441,0.719081,0.654593,0.719081,0.719081
"Feb 29, 2024",0.63086,0.70528,0.62572,0.655646,0.655646
"Feb 28, 2024",0.624196,0.658023,0.603052,0.631059,0.631059
"Feb 27, 2024",0.619746,0.628994,0.611208,0.624216,0.624216
"Feb 26, 2024",0.591361,0.621698,0.575256,0.619736,0.619736
"Feb 25, 2024",0.596705,0.599775,0.581406,0.591379,0.591379
"Feb 24, 2024",0.583161,0.598924,0.571189,0.596696,0.596696
"Feb 23, 2024",0.585821,0.594021,0.570498,0.583242,0.583242
"Feb 22, 2024",0.59848,0.606892,0.582224,0.585902,0.585902
"Feb 21, 2024",0.62209,0.622667,0.577376,0.598458,0.598458
"Feb 20, 2024",0.63106,0.639021,0.600431,0.622165,0.622165
"Feb 19, 2024",0.618769,0.636478,0.617451,0.631063,0.631063
"Feb 18, 2024",0.608639,0.637485,0.608639,0.618734,0.618734
"Feb 17, 2024",0.598894,0.609918,0.571002,0.608346,0.608346
"Feb 16, 2024",0.608527,0.612269,0.585995,0.598872,0.598872
"Feb 15, 2024",0.577321,0.610741,0.573474,0.608363,0.608363
"Feb 14, 2024",0.544989,0.580883,0.540968,0.577302,0.577302
"Feb 13, 2024",0.559999,0.563696,0.535545,0.544996,0.544996
"Feb 12, 2024",0.541433,0.564612,0.531948,0.560031,0.560031
"Feb 11, 2024",0.551422,0.564102,0.536913,0.54141,0.54141
"Feb 10, 2024",0.540741,0.556023,0.530169,0.551412,0.551412
"Feb 9, 2024",0.529449,0.547281,0.528349,0.540792,0.540792
"Feb 8, 2024",0.501795,0.534829,0.501795,0.529269,0.529269
"Feb 7, 2024",0.498442,0.501844,0.475045,0.501773,0.501773
"Feb 6, 2024",0.493382,0.503421,0.490085,0.498463,0.498463
"Feb 5, 2024",0.49424,0.504766,0.488481,0.49334,0.49334
"Feb 4, 2024",0.512882,0.512882,0.494256,0.494256,0.494256
"Feb 3, 2024",0.513989,0.524477,0.512708,0.512861,0.512861
"Feb 2, 2024",0.50703,0.523469,0.504733,0.513958,0.513958
"Feb 1, 2024",0.498247,0.50734,0.487143,0.507023,0.507023
"Jan 31, 2024",0.514095,0.519219,0.495401,0.498256,0.498256
"Jan 30, 2024",0.525298,0.535742,0.514158,0.514165,0.514165
"Jan 29, 2024",0.489768,0.527302,0.485568,0.525275,0.525275
"Jan 28, 2024",0.486326,0.499554,0.485152,0.489719,0.489719
"Jan 27, 2024",0.485263,0.489547,0.476921,0.486321,0.486321
"Jan 26, 2024",0.466472,0.489616,0.463956,0.485294,0.485294
"Jan 25, 2024",0.476302,0.483024,0.459863,0.466479,0.466479
"Jan 24, 2024",0.476763,0.478956,0.464782,0.476296,0.476296
"Jan 23, 2024",0.47849,0.485338,0.449699,0.476749,0.476749
"Jan 22, 2024",0.503155,0.505089,0.47805,0.478502,0.478502
"Jan 21, 2024",0.515006,0.519567,0.503105,0.503105,0.503105
"Jan 20, 2024",0.503148,0.516822,0.499633,0.515005,0.515005
"Jan 19, 2024",0.501882,0.503305,0.474274,0.503151,0.503151
"Jan 18, 2024",0.527071,0.527249,0.497459,0.501874,0.501874
"Jan 17, 2024",0.53565,0.538775,0.5238,0.527029,0.527029
"Jan 16, 2024",0.52805,0.546019,0.527511,0.535676,0.535676
"Jan 15, 2024",0.525908,0.540546,0.524869,0.528161,0.528161
"Jan 14, 2024",0.549369,0.549566,0.525981,0.525981,0.525981
"Jan 13, 2024",0.547301,0.553008,0.537095,0.549336,0.549336
"Jan 12, 2024",0.582134,0.587702,0.536105,0.547333,0.547333
"Jan 11, 2024",0.566617,0.615794,0.562519,0.582179,0.582179
"Jan 10, 2024",0.511591,0.587178,0.494356,0.566647,0.566647
"Jan 9, 2024",0.541072,0.542585,0.498998,0.511527,0.511527
"Jan 8, 2024",0.494223,0.542902,0.468186,0.540936,0.540936
"Jan 7, 2024",0.523169,0.529506,0.490306,0.494174,0.494174
"Jan 6, 2024",0.541309,0.542212,0.509535,0.523103,0.523103
"Jan 5, 2024",0.570543,0.572709,0.526672,0.541242,0.541242
"Jan 4, 2024",0.557277,0.577765,0.552852,0.570567,0.570567
"Jan 3, 2024",0.605669,0.617962,0.525139,0.557286,0.557286
"Jan 2, 2024",0.623141,0.636704,0.603568,0.605667,0.605667
"Jan 1, 2024",0.594187,0.623812,0.592739,0.62311,0.62311
