Date,Open,High,Low,Close,Adj Close
"Aug 19, 2024",142.59,145.92,140.75,144.34,144.34
"Aug 18, 2024",141.8,146.96,140.96,142.59,142.59
"Aug 17, 2024",139.33,141.96,137.87,141.8,141.8
"Aug 16, 2024",142.74,144.8,136.38,139.33,139.33
"Aug 15, 2024",143.92,147.35,138.16,142.75,142.75
"Aug 14, 2024",146.71,151.73,142.72,143.92,143.92
"Aug 13, 2024",146.45,149.61,143.15,146.71,146.71
"Aug 12, 2024",141.53,150.81,141.44,146.45,146.45
"Aug 11, 2024",153.96,157.93,141.35,141.53,141.53
"Aug 10, 2024",156.46,158.59,152.87,153.96,153.96
"Aug 9, 2024",162.93,163.25,151.23,156.46,156.46
"Aug 8, 2024",144.63,163.03,142.02,162.93,162.93
"Aug 7, 2024",144.09,155.01,142.75,144.63,144.63
"Aug 6, 2024",129.86,149.35,129.79,144.09,144.09
"Aug 5, 2024",138.05,139.14,110.61,129.86,129.86
"Aug 4, 2024",142.92,145.84,132.14,138.06,138.06
"Aug 3, 2024",152.64,153.78,140.22,142.92,142.92
"Aug 2, 2024",167.66,169.04,150.08,152.64,152.64
"Aug 1, 2024",171.83,172.69,157.99,167.67,167.67
"Jul 31, 2024",179.11,184.18,171.82,171.83,171.83
"Jul 30, 2024",182.77,184.18,176.02,179.11,179.11
"Jul 29, 2024",184.89,193.73,181.89,182.78,182.78
"Jul 28, 2024",184.09,186.51,181.4,184.89,184.89
"Jul 27, 2024",183.14,188.14,178.6,184.09,184.09
"Jul 26, 2024",171.96,183.54,171.88,183.14,183.14
"Jul 25, 2024",178.03,179.52,165.93,171.96,171.96
"Jul 24, 2024",172.76,182.36,171.21,178.03,178.03
"Jul 23, 2024",178.98,180.5,170.99,172.76,172.76
"Jul 22, 2024",184.55,184.79,177.04,178.98,178.98
"Jul 21, 2024",173.89,184.87,171.12,184.54,184.54
"Jul 20, 2024",169.18,174.83,167.56,173.89,173.89
"Jul 19, 2024",159.09,171.51,156.61,169.19,169.19
"Jul 18, 2024",155.59,161.59,155.57,159.07,159.07
"Jul 17, 2024",160.56,163.6,155.07,155.58,155.58
"Jul 16, 2024",159.77,162.47,153.05,160.55,160.55
"Jul 15, 2024",147.67,159.94,147.2,159.93,159.93
"Jul 14, 2024",141.93,148.55,141.93,147.62,147.62
"Jul 13, 2024",139.53,143.37,138.18,141.92,141.92
"Jul 12, 2024",135.86,140.42,134.16,139.53,139.53
"Jul 11, 2024",141.98,145.32,135.85,135.88,135.88
"Jul 10, 2024",141.37,145.85,138.86,141.97,141.97
"Jul 9, 2024",139.54,143.93,136.74,141.35,141.35
"Jul 8, 2024",131.8,141.63,128.56,139.46,139.46
"Jul 7, 2024",143.19,143.19,131.77,131.77,131.77
"Jul 6, 2024",134.36,144.01,132.61,143.24,143.24
"Jul 5, 2024",127.61,135.85,122.44,134.37,134.37
"Jul 4, 2024",140.72,142.51,127.55,127.55,127.55
"Jul 3, 2024",153.71,154.2,139.52,140.73,140.73
"Jul 2, 2024",146.59,154.71,146.12,153.7,153.7
"Jul 1, 2024",146.48,148.8,145.82,146.6,146.6
"Jun 30, 2024",140.01,147.2,137.14,146.49,146.49
"Jun 29, 2024",139.72,142.82,139.67,140.01,140.01
"Jun 28, 2024",149.45,150.05,139.31,139.7,139.7
"Jun 27, 2024",136.61,150.77,135.24,149.45,149.45
"Jun 26, 2024",136.55,140.17,134.93,136.61,136.61
"Jun 25, 2024",132.27,139.73,131.3,136.56,136.56
"Jun 24, 2024",128.6,132.31,123.67,132.24,132.24
"Jun 23, 2024",133.66,135.01,128.27,128.59,128.59
"Jun 22, 2024",134.57,136.46,133.14,133.67,133.67
"Jun 21, 2024",133.47,135.23,128.92,134.59,134.59
"Jun 20, 2024",135.61,141.08,132.09,133.47,133.47
"Jun 19, 2024",137.48,141.67,134.73,135.61,135.61
"Jun 18, 2024",143.31,143.61,130.29,137.5,137.5
"Jun 17, 2024",151.14,151.58,140.14,143.33,143.33
"Jun 16, 2024",145.42,151.13,143.18,151.13,151.13
"Jun 15, 2024",143.07,145.54,143.02,145.41,145.41
"Jun 14, 2024",147.28,148.79,140.12,143.09,143.09
"Jun 13, 2024",155.19,155.19,146.17,147.31,147.31
"Jun 12, 2024",149.42,161.51,145.82,155.18,155.18
"Jun 11, 2024",158.93,159.52,145.87,149.43,149.43
"Jun 10, 2024",162.08,162.83,157.77,158.93,158.93
"Jun 9, 2024",157.96,162.92,156.77,162.08,162.08
"Jun 8, 2024",162.5,163.62,157.54,157.97,157.97
"Jun 7, 2024",170.02,172.44,155.8,162.51,162.51
"Jun 6, 2024",173.48,174.3,167.86,170.02,170.02
"Jun 5, 2024",171.8,175.48,171.38,173.48,173.48
"Jun 4, 2024",164.93,171.82,164.52,171.8,171.8
"Jun 3, 2024",163.25,167.04,161.85,164.92,164.92
"Jun 2, 2024",166.03,166.92,161.65,163.25,163.25
"Jun 1, 2024",165.64,167.74,165.59,166.03,166.03
"May 31, 2024",166.98,170.63,163.93,165.64,165.64
"May 30, 2024",168.07,172.42,163.68,166.98,166.98
"May 29, 2024",168.65,173.64,167.32,168.07,168.07
"May 28, 2024",170,173.02,164.97,168.65,168.65
"May 27, 2024",163.35,171.99,163.34,170,170
"May 26, 2024",168.44,168.44,161.26,163.35,163.35
"May 25, 2024",167.8,170.36,166.11,168.44,168.44
"May 24, 2024",175.99,176.03,162.87,167.8,167.8
"May 23, 2024",176.86,180.17,167.4,175.99,175.99
"May 22, 2024",178.12,183.07,175.45,176.86,176.86
"May 21, 2024",186.52,188.49,174.71,178.12,178.12
"May 20, 2024",170.09,187.45,168.03,186.52,186.52
"May 19, 2024",172.54,175.19,166.73,170.09,170.09
"May 18, 2024",169.53,175.78,168.93,172.54,172.54
"May 17, 2024",159.12,171.61,159.12,169.53,169.53
"May 16, 2024",158.19,164.32,156.77,159.12,159.12
"May 15, 2024",142.03,158.64,141.35,158.19,158.19
"May 14, 2024",147.28,148.83,141.91,142.03,142.03
"May 13, 2024",143.52,150.55,138.03,147.28,147.28
"May 12, 2024",145.31,147.57,142.88,143.52,143.52
"May 11, 2024",146.22,147.43,143.33,145.31,145.31
"May 10, 2024",152.85,155.41,144.94,146.22,146.22
"May 9, 2024",142.29,153.09,140.79,152.85,152.85
"May 8, 2024",148.13,149.81,140.17,142.29,142.29
"May 7, 2024",152.81,159.05,148.08,148.13,148.13
"May 6, 2024",145.71,156.63,145.58,152.8,152.8
"May 5, 2024",146.14,147.92,143.48,145.71,145.71
"May 4, 2024",143.77,148.94,142.57,146.14,146.14
"May 3, 2024",137.81,144.96,136.12,143.77,143.77
"May 2, 2024",134.63,140.28,128.26,137.81,137.81
"May 1, 2024",126.96,135.11,119.38,134.63,134.63
"Apr 30, 2024",137.78,139.67,121.64,126.96,126.96
"Apr 29, 2024",137.86,138.74,133.71,137.78,137.78
"Apr 28, 2024",141.29,144.51,137.23,137.86,137.86
"Apr 27, 2024",139.1,142.87,134.03,141.29,141.29
"Apr 26, 2024",144.89,145.85,138.91,139.1,139.1
"Apr 25, 2024",147.75,149.3,142.26,144.89,144.89
"Apr 24, 2024",154.7,159.58,145.77,147.75,147.75
"Apr 23, 2024",157.03,159.94,153.32,154.7,154.7
"Apr 22, 2024",148.61,158.37,146.99,157.03,157.03
"Apr 21, 2024",151.13,153.42,147.17,148.61,148.61
"Apr 20, 2024",142.68,152.1,140.01,151.13,151.13
"Apr 19, 2024",142.08,147.33,128.86,142.68,142.68
"Apr 18, 2024",131.87,143.73,128.08,142.08,142.08
"Apr 17, 2024",136.28,142.6,127.53,131.87,131.87
"Apr 16, 2024",138.51,140.28,126.87,136.28,136.28
"Apr 15, 2024",151.3,155.96,134.57,138.51,138.51
"Apr 14, 2024",139.34,152.5,131.29,151.28,151.28
"Apr 13, 2024",153.63,154.94,119.83,139.34,139.34
"Apr 12, 2024",172.58,175.81,145.52,153.64,153.64
"Apr 11, 2024",173.44,176.24,170.39,172.58,172.58
"Apr 10, 2024",172.41,175.32,163.81,173.44,173.44
"Apr 9, 2024",180.78,180.83,169.37,172.41,172.41
"Apr 8, 2024",179.65,184.3,175.59,180.78,180.78
"Apr 7, 2024",178.92,182.54,177.07,179.65,179.65
"Apr 6, 2024",174.5,179.7,173.87,178.92,178.92
"Apr 5, 2024",183.96,184.98,168.24,174.5,174.5
"Apr 4, 2024",185.25,190.07,180.51,183.96,183.96
"Apr 3, 2024",181.17,191.69,177.4,185.25,185.25
"Apr 2, 2024",192.57,192.57,176.13,181.17,181.17
"Apr 1, 2024",202.87,204.18,187.49,192.57,192.57
"Mar 31, 2024",194.38,203.03,194.04,202.87,202.87
"Mar 30, 2024",192.23,199.73,191.22,194.39,194.39
"Mar 29, 2024",189.62,192.97,183.65,192.23,192.23
"Mar 28, 2024",186.36,190.88,181,189.62,189.62
"Mar 27, 2024",190.7,192.5,180.42,186.36,186.36
"Mar 26, 2024",189.08,196.29,186.75,190.7,190.7
"Mar 25, 2024",183.57,194.43,181.25,189.08,189.08
"Mar 24, 2024",172.9,186.63,171.67,183.57,183.57
"Mar 23, 2024",174.36,178.8,171.02,172.9,172.9
"Mar 22, 2024",179.24,181.32,167.88,174.36,174.36
"Mar 21, 2024",191.55,195.31,176.28,179.22,179.22
"Mar 20, 2024",170.02,192.91,163.3,191.55,191.55
"Mar 19, 2024",195.99,198.24,166.18,170.02,170.02
"Mar 18, 2024",202.12,209.7,194.85,195.99,195.99
"Mar 17, 2024",181.88,204.29,179.23,202.12,202.12
"Mar 16, 2024",182.97,197.66,177.46,181.88,181.88
"Mar 15, 2024",176.68,188.5,165.41,182.96,182.96
"Mar 14, 2024",163.84,177.89,160.23,176.68,176.68
"Mar 13, 2024",151.02,166.45,148.95,163.84,163.84
"Mar 12, 2024",148.75,154.94,142.87,151.02,151.02
"Mar 11, 2024",144.51,150.02,137.63,148.75,148.75
"Mar 10, 2024",144.61,148.67,140.84,144.52,144.52
"Mar 9, 2024",145.24,149.35,144.29,144.61,144.61
"Mar 8, 2024",143.98,152.42,142.54,145.24,145.24
"Mar 7, 2024",130.74,149.22,130.7,143.98,143.98
"Mar 6, 2024",125.7,134.81,120.32,130.74,130.74
"Mar 5, 2024",133.16,142.65,109.54,125.71,125.71
"Mar 4, 2024",130.42,134.87,127.8,133.19,133.19
"Mar 3, 2024",129.79,132.06,125.77,130.45,130.45
"Mar 2, 2024",129.98,131.45,127.68,129.7,129.7
"Mar 1, 2024",125.64,137.6,125.64,129.99,129.99
"Feb 29, 2024",118.24,134.47,117.67,125.71,125.71
"Feb 28, 2024",108.4,118.05,107.46,118.05,118.05
"Feb 27, 2024",109.92,112.2,105.9,108.39,108.39
"Feb 26, 2024",103.45,110.58,100.46,109.92,109.92
"Feb 25, 2024",104.13,104.33,102.17,103.45,103.45
"Feb 24, 2024",99.95,104.65,98.59,104.13,104.13
"Feb 23, 2024",101.67,103.02,98.96,99.95,99.95
"Feb 22, 2024",105.12,107,101.64,101.67,101.67
"Feb 21, 2024",108.45,108.45,100.41,105.13,105.13
"Feb 20, 2024",111.48,112.04,104.89,108.46,108.46
"Feb 19, 2024",112.18,114.72,111.08,111.49,111.49
"Feb 18, 2024",108.99,114,107.61,112.17,112.17
"Feb 17, 2024",110.44,111.07,106.13,108.98,108.98
"Feb 16, 2024",113.67,114.25,108.35,110.45,110.45
"Feb 15, 2024",116.99,118.31,111.78,113.7,113.7
"Feb 14, 2024",112.57,118.33,110.88,116.98,116.98
"Feb 13, 2024",111.98,114.81,108.49,112.58,112.58
"Feb 12, 2024",107.49,112.07,103.61,111.99,111.99
"Feb 11, 2024",109.12,110.56,107.36,107.5,107.5
"Feb 10, 2024",106.93,110.74,106.93,109.13,109.13
"Feb 9, 2024",102.79,108.99,102.79,106.93,106.93
"Feb 8, 2024",101,104.8,100.55,102.79,102.79
"Feb 7, 2024",96.86,101.24,94.72,100.98,100.98
"Feb 6, 2024",95.55,97.79,93.28,96.86,96.86
"Feb 5, 2024",95.47,98.54,94.29,95.55,95.55
"Feb 4, 2024",97.89,98.46,95.27,95.48,95.48
"Feb 3, 2024",100.45,101.06,96.81,97.88,97.88
"Feb 2, 2024",97.83,102.41,97.57,100.44,100.44
"Feb 1, 2024",97.02,97.94,93.38,97.85,97.85
"Jan 31, 2024",101.45,102.55,96.1,97.03,97.03
"Jan 30, 2024",101.57,106.21,101.11,101.47,101.47
"Jan 29, 2024",95.94,101.77,95.18,101.57,101.57
"Jan 28, 2024",94.18,99.38,93.54,95.94,95.94
"Jan 27, 2024",92.39,94.44,90.84,94.16,94.16
"Jan 26, 2024",86.89,93.53,86.15,92.44,92.44
"Jan 25, 2024",88.74,89.38,85.27,86.89,86.89
"Jan 24, 2024",84.29,89.27,83.42,88.73,88.73
"Jan 23, 2024",83.62,85.84,79.07,84.27,84.27
"Jan 22, 2024",90.9,91.64,82.66,83.62,83.62
"Jan 21, 2024",92.59,93.71,90.85,90.85,90.85
"Jan 20, 2024",93.39,94.03,90.49,92.57,92.57
"Jan 19, 2024",94.25,95.16,87.48,93.39,93.39
"Jan 18, 2024",102.03,102.92,92.14,94.25,94.25
"Jan 17, 2024",97.62,102.43,97.06,102.06,102.06
"Jan 16, 2024",94.44,98.6,94.4,97.63,97.63
"Jan 15, 2024",94.04,96.82,93.24,94.49,94.49
"Jan 14, 2024",95.73,102.17,93.89,94.13,94.13
"Jan 13, 2024",91.76,96.92,89.75,95.73,95.73
"Jan 12, 2024",99.91,100.25,88.31,91.72,91.72
"Jan 11, 2024",102.1,106.94,98.41,99.91,99.91
"Jan 10, 2024",99.38,105.08,92.56,102.03,102.03
"Jan 9, 2024",97.82,103.8,95.89,99.41,99.41
"Jan 8, 2024",89.28,99.76,85.65,97.79,97.79
"Jan 7, 2024",93.86,96.69,88.22,89.28,89.28
"Jan 6, 2024",99.99,100.04,92.02,93.86,93.86
"Jan 5, 2024",105.05,105.24,95.94,99.98,99.98
"Jan 4, 2024",98.59,107.98,97.11,105.08,105.08
"Jan 3, 2024",106.62,109.85,92.92,98.59,98.59
"Jan 2, 2024",109.55,116.88,106.39,106.61,106.61
"Jan 1, 2024",101.51,109.51,101.51,109.51,109.51
